doc_index,entity_group,entity_text,start,end,full_text
2,PROP_NAME,t _ { g },711,716,"We have developed a novel route for the synthesis of high- performance bio- polyimides ( PIs) microbially- derived from photo- responsive aromatic diamine 4,4'-diaminostilbene ( DAS) and its reduced counterpart 4, 4'-(ethane-1,2-diyl)dianiline ( EDDA). DAS and EDDA were condensed with various commercially- available dianhydrides to obtain a series of poly(amic acid)s ( PAAs) and PIs which were characterized in terms of their thermal, mechanical, and photo- functions. These bio- based PAAs showed a very high viscosity of 6.62 dL / g, and the PIs showed ultrahigh thermal resistance with T_{d10} values over 600 ° C, which were higher than that of any bio- based plastic reported thus far. They also showed T_{g} values above 250 ° C, and tensile strength of over 132 MPa, which is higher than that of Kapton. The PIs also showed photo- functional behavior based on stilbene- based photoreactions."
2,PROP_VALUE,250 ° c,730,737,"We have developed a novel route for the synthesis of high- performance bio- polyimides ( PIs) microbially- derived from photo- responsive aromatic diamine 4,4'-diaminostilbene ( DAS) and its reduced counterpart 4, 4'-(ethane-1,2-diyl)dianiline ( EDDA). DAS and EDDA were condensed with various commercially- available dianhydrides to obtain a series of poly(amic acid)s ( PAAs) and PIs which were characterized in terms of their thermal, mechanical, and photo- functions. These bio- based PAAs showed a very high viscosity of 6.62 dL / g, and the PIs showed ultrahigh thermal resistance with T_{d10} values over 600 ° C, which were higher than that of any bio- based plastic reported thus far. They also showed T_{g} values above 250 ° C, and tensile strength of over 132 MPa, which is higher than that of Kapton. The PIs also showed photo- functional behavior based on stilbene- based photoreactions."
2,PROP_NAME,tensile strength,743,759,"We have developed a novel route for the synthesis of high- performance bio- polyimides ( PIs) microbially- derived from photo- responsive aromatic diamine 4,4'-diaminostilbene ( DAS) and its reduced counterpart 4, 4'-(ethane-1,2-diyl)dianiline ( EDDA). DAS and EDDA were condensed with various commercially- available dianhydrides to obtain a series of poly(amic acid)s ( PAAs) and PIs which were characterized in terms of their thermal, mechanical, and photo- functions. These bio- based PAAs showed a very high viscosity of 6.62 dL / g, and the PIs showed ultrahigh thermal resistance with T_{d10} values over 600 ° C, which were higher than that of any bio- based plastic reported thus far. They also showed T_{g} values above 250 ° C, and tensile strength of over 132 MPa, which is higher than that of Kapton. The PIs also showed photo- functional behavior based on stilbene- based photoreactions."
2,PROP_VALUE,132 mpa,768,775,"We have developed a novel route for the synthesis of high- performance bio- polyimides ( PIs) microbially- derived from photo- responsive aromatic diamine 4,4'-diaminostilbene ( DAS) and its reduced counterpart 4, 4'-(ethane-1,2-diyl)dianiline ( EDDA). DAS and EDDA were condensed with various commercially- available dianhydrides to obtain a series of poly(amic acid)s ( PAAs) and PIs which were characterized in terms of their thermal, mechanical, and photo- functions. These bio- based PAAs showed a very high viscosity of 6.62 dL / g, and the PIs showed ultrahigh thermal resistance with T_{d10} values over 600 ° C, which were higher than that of any bio- based plastic reported thus far. They also showed T_{g} values above 250 ° C, and tensile strength of over 132 MPa, which is higher than that of Kapton. The PIs also showed photo- functional behavior based on stilbene- based photoreactions."
2,POLYMER_FAMILY,pis,818,821,"We have developed a novel route for the synthesis of high- performance bio- polyimides ( PIs) microbially- derived from photo- responsive aromatic diamine 4,4'-diaminostilbene ( DAS) and its reduced counterpart 4, 4'-(ethane-1,2-diyl)dianiline ( EDDA). DAS and EDDA were condensed with various commercially- available dianhydrides to obtain a series of poly(amic acid)s ( PAAs) and PIs which were characterized in terms of their thermal, mechanical, and photo- functions. These bio- based PAAs showed a very high viscosity of 6.62 dL / g, and the PIs showed ultrahigh thermal resistance with T_{d10} values over 600 ° C, which were higher than that of any bio- based plastic reported thus far. They also showed T_{g} values above 250 ° C, and tensile strength of over 132 MPa, which is higher than that of Kapton. The PIs also showed photo- functional behavior based on stilbene- based photoreactions."
3,MONOMER,1 - vinyl imidazole,72,89,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,MONOMER,n - vinyl carbazole,94,112,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,PROP_NAME,ion conductivity,467,483,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,PROP_NAME,permeability,494,506,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,PROP_NAME,ion conductivity,650,666,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,PROP_VALUE,9. 34x10 ^ { - 2 } to 20. 28x10 ^ { - 2 } s cm ^ { - 1 },696,735,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,PROP_NAME,methanol permeability,769,790,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,PROP_VALUE,4. 5x10 ^ { - 8 } to 12. 3x10 ^ { - 8 } cm ^ { 2 } s ^ { - 1 },803,844,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,PROP_NAME,open circuit voltage,1030,1050,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,PROP_VALUE,0. 93 v,1054,1060,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,PROP_NAME,power density,1070,1083,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
3,PROP_VALUE,125. 8 mw cm ^ { - 2 },1087,1103,"A series of anion exchange membranes was prepared from the copolymer of 1-vinyl imidazole and N- vinyl carbazole for direct methanol fuel cells ( DMFCs). The structure of the membranes was studied using^{1}H NMR, scanning electron microscopy ( SEM), transmission electron microscopy ( TEM), atomic force microscopy ( AFM), and small angle X- ray scattering ( SAXS). The thermal stability of the membranes was characterized by thermo- gravimetric analysis ( TGA). The ion conductivity, methanol permeability, ionic exchange capacity ( IEC), water uptake, swelling ratio, and alkaline stability of the membranes were investigated. It is found that the ion conductivity of the membranes varied from 9.34x10^{-2} to 20.28x10^{-2} S cm^{-1} in deionized ( DI) water and the methanol permeability varied from 4.5x10^{-8} to 12.3x10^{-8} cm^{2} s^{-1} at 30 ° C. All the as- prepared membranes are stable in a 1.0 M KOH solution at 60 ° C for 1400 h due to the polyolefin backbone. A methanol / O_{2} single cell evaluation exhibited an open circuit voltage of 0.93 V and peak power density of 125.8 mW cm^{-2}. Therefore, the as- prepared membranes have great potential for application in alkaline fuel cells."
4,POLYMER,"poly ( 3, 4 - bisphenyl - n - n - hexyl - pyrrole - 2, 5 - dione )",31,82,"A novel π- conjugated polymer, poly(3,4-bisphenyl- N- n- hexyl- pyrrole-2,5-dione), was synthesized by dehalogenation polycondensation with the zerovalent nickel complexes ( the Yamamoto method), of which the chemical architecture was based on the polyarylenevinylene having a fixed cis- vinylene group. This polymer showed high solubility in common organic solvents, high spin- castability and high thermal stability up to ca. 400 ° C and the T_{g} of 152 ° C. The dilute polymer solution ( THF) showed the greenish yellow photoluminescence with the maximum at 526 nm."
4,PROP_NAME,thermal stability,400,417,"A novel π- conjugated polymer, poly(3,4-bisphenyl- N- n- hexyl- pyrrole-2,5-dione), was synthesized by dehalogenation polycondensation with the zerovalent nickel complexes ( the Yamamoto method), of which the chemical architecture was based on the polyarylenevinylene having a fixed cis- vinylene group. This polymer showed high solubility in common organic solvents, high spin- castability and high thermal stability up to ca. 400 ° C and the T_{g} of 152 ° C. The dilute polymer solution ( THF) showed the greenish yellow photoluminescence with the maximum at 526 nm."
4,PROP_VALUE,400 ° c,428,435,"A novel π- conjugated polymer, poly(3,4-bisphenyl- N- n- hexyl- pyrrole-2,5-dione), was synthesized by dehalogenation polycondensation with the zerovalent nickel complexes ( the Yamamoto method), of which the chemical architecture was based on the polyarylenevinylene having a fixed cis- vinylene group. This polymer showed high solubility in common organic solvents, high spin- castability and high thermal stability up to ca. 400 ° C and the T_{g} of 152 ° C. The dilute polymer solution ( THF) showed the greenish yellow photoluminescence with the maximum at 526 nm."
4,PROP_NAME,t _ { g },444,449,"A novel π- conjugated polymer, poly(3,4-bisphenyl- N- n- hexyl- pyrrole-2,5-dione), was synthesized by dehalogenation polycondensation with the zerovalent nickel complexes ( the Yamamoto method), of which the chemical architecture was based on the polyarylenevinylene having a fixed cis- vinylene group. This polymer showed high solubility in common organic solvents, high spin- castability and high thermal stability up to ca. 400 ° C and the T_{g} of 152 ° C. The dilute polymer solution ( THF) showed the greenish yellow photoluminescence with the maximum at 526 nm."
4,PROP_VALUE,152 ° c,453,460,"A novel π- conjugated polymer, poly(3,4-bisphenyl- N- n- hexyl- pyrrole-2,5-dione), was synthesized by dehalogenation polycondensation with the zerovalent nickel complexes ( the Yamamoto method), of which the chemical architecture was based on the polyarylenevinylene having a fixed cis- vinylene group. This polymer showed high solubility in common organic solvents, high spin- castability and high thermal stability up to ca. 400 ° C and the T_{g} of 152 ° C. The dilute polymer solution ( THF) showed the greenish yellow photoluminescence with the maximum at 526 nm."
5,INORGANIC,polyhedral oligomeric silsesquioxane,24,60,"Epoxy resins containing polyhedral oligomeric silsesquioxane ( POSS) N- phenylaminopropyl nanocomposites were prepared. Modulated differential scanning calorimetry ( MDSC) was performed to evaluate the thermodynamic glass transition ( T g) of these materials. The transmission electron microscopy ( TEM) images reveal that the dispersion of the POSS in the resin was effective when concentrations greater than 5 wt % were added. The microstructure and the morphology of the epoxy, which were observed using atomic force microscopy ( AFM) and scanning electron microscopy ( SEM), respectively, became more homogenous for the nanocomposites. The addition of POSS promotes a decrease in the rate of variation of the heat capacity ( C p). This C p reduction was supported by the increase in the average size, Z(T), of the cooperative rearrangements regions ( CRR) and the approach between the experimental and theoretical T g determined using the Adam- Gibbs and Kauzmann theories. The increase in the Z(T) occurs because a more homogenous structure formed and caused the reduction of the fragility index, which was determined using Angel 's theory."
5,INORGANIC,poss,63,67,"Epoxy resins containing polyhedral oligomeric silsesquioxane ( POSS) N- phenylaminopropyl nanocomposites were prepared. Modulated differential scanning calorimetry ( MDSC) was performed to evaluate the thermodynamic glass transition ( T g) of these materials. The transmission electron microscopy ( TEM) images reveal that the dispersion of the POSS in the resin was effective when concentrations greater than 5 wt % were added. The microstructure and the morphology of the epoxy, which were observed using atomic force microscopy ( AFM) and scanning electron microscopy ( SEM), respectively, became more homogenous for the nanocomposites. The addition of POSS promotes a decrease in the rate of variation of the heat capacity ( C p). This C p reduction was supported by the increase in the average size, Z(T), of the cooperative rearrangements regions ( CRR) and the approach between the experimental and theoretical T g determined using the Adam- Gibbs and Kauzmann theories. The increase in the Z(T) occurs because a more homogenous structure formed and caused the reduction of the fragility index, which was determined using Angel 's theory."
5,INORGANIC,poss,345,349,"Epoxy resins containing polyhedral oligomeric silsesquioxane ( POSS) N- phenylaminopropyl nanocomposites were prepared. Modulated differential scanning calorimetry ( MDSC) was performed to evaluate the thermodynamic glass transition ( T g) of these materials. The transmission electron microscopy ( TEM) images reveal that the dispersion of the POSS in the resin was effective when concentrations greater than 5 wt % were added. The microstructure and the morphology of the epoxy, which were observed using atomic force microscopy ( AFM) and scanning electron microscopy ( SEM), respectively, became more homogenous for the nanocomposites. The addition of POSS promotes a decrease in the rate of variation of the heat capacity ( C p). This C p reduction was supported by the increase in the average size, Z(T), of the cooperative rearrangements regions ( CRR) and the approach between the experimental and theoretical T g determined using the Adam- Gibbs and Kauzmann theories. The increase in the Z(T) occurs because a more homogenous structure formed and caused the reduction of the fragility index, which was determined using Angel 's theory."
5,MATERIAL_AMOUNT,5 wt %,410,416,"Epoxy resins containing polyhedral oligomeric silsesquioxane ( POSS) N- phenylaminopropyl nanocomposites were prepared. Modulated differential scanning calorimetry ( MDSC) was performed to evaluate the thermodynamic glass transition ( T g) of these materials. The transmission electron microscopy ( TEM) images reveal that the dispersion of the POSS in the resin was effective when concentrations greater than 5 wt % were added. The microstructure and the morphology of the epoxy, which were observed using atomic force microscopy ( AFM) and scanning electron microscopy ( SEM), respectively, became more homogenous for the nanocomposites. The addition of POSS promotes a decrease in the rate of variation of the heat capacity ( C p). This C p reduction was supported by the increase in the average size, Z(T), of the cooperative rearrangements regions ( CRR) and the approach between the experimental and theoretical T g determined using the Adam- Gibbs and Kauzmann theories. The increase in the Z(T) occurs because a more homogenous structure formed and caused the reduction of the fragility index, which was determined using Angel 's theory."
5,INORGANIC,poss,656,660,"Epoxy resins containing polyhedral oligomeric silsesquioxane ( POSS) N- phenylaminopropyl nanocomposites were prepared. Modulated differential scanning calorimetry ( MDSC) was performed to evaluate the thermodynamic glass transition ( T g) of these materials. The transmission electron microscopy ( TEM) images reveal that the dispersion of the POSS in the resin was effective when concentrations greater than 5 wt % were added. The microstructure and the morphology of the epoxy, which were observed using atomic force microscopy ( AFM) and scanning electron microscopy ( SEM), respectively, became more homogenous for the nanocomposites. The addition of POSS promotes a decrease in the rate of variation of the heat capacity ( C p). This C p reduction was supported by the increase in the average size, Z(T), of the cooperative rearrangements regions ( CRR) and the approach between the experimental and theoretical T g determined using the Adam- Gibbs and Kauzmann theories. The increase in the Z(T) occurs because a more homogenous structure formed and caused the reduction of the fragility index, which was determined using Angel 's theory."
6,POLYMER,poly ( arylene ether ketone ),76,102,"We successfully synthesized a novel self- crosslinkable, pendent sulfonated poly(arylene ether ketone) for proton exchange membranes with high proton conductivity, excellent dimensional stability, and extraordinary methanol resistance. The chemical structure of the self- crosslinkable polymer SQNPAEK- AC- x was analyzed by^{1}H NMR. Without using any catalysts or a separate cross- linker, crosslinked SC- SQNPAEK- x membranes can be obtained by thermal treatment. The crosslinked network greatly suppresses the swelling ratio as well as water uptake of the membrane, meanwhile keeping the proton conductivity of the membrane at a high level. The highest proton conductivity is achieved by SC- SQNPAEK-2.5 membrane with a conductivity of 0.220 S cm^{-1} at 80 ° C after crosslinking, which is much higher than commercial Nafion 117 membrane under the same conditions. The low water uptake depresses methanol crossover, which results in low methanol permeability. Mechanical property and oxidation stability also increased. Overall, the superior performance of these self- crosslinked membranes demonstrates the potential application of these materials as polyelectrolytes for proton exchange membrane fuel cells ( PEMFCs)."
6,POLYMER,sqnpaek - ac - x,294,308,"We successfully synthesized a novel self- crosslinkable, pendent sulfonated poly(arylene ether ketone) for proton exchange membranes with high proton conductivity, excellent dimensional stability, and extraordinary methanol resistance. The chemical structure of the self- crosslinkable polymer SQNPAEK- AC- x was analyzed by^{1}H NMR. Without using any catalysts or a separate cross- linker, crosslinked SC- SQNPAEK- x membranes can be obtained by thermal treatment. The crosslinked network greatly suppresses the swelling ratio as well as water uptake of the membrane, meanwhile keeping the proton conductivity of the membrane at a high level. The highest proton conductivity is achieved by SC- SQNPAEK-2.5 membrane with a conductivity of 0.220 S cm^{-1} at 80 ° C after crosslinking, which is much higher than commercial Nafion 117 membrane under the same conditions. The low water uptake depresses methanol crossover, which results in low methanol permeability. Mechanical property and oxidation stability also increased. Overall, the superior performance of these self- crosslinked membranes demonstrates the potential application of these materials as polyelectrolytes for proton exchange membrane fuel cells ( PEMFCs)."
6,POLYMER,sc - sqnpaek - x,404,418,"We successfully synthesized a novel self- crosslinkable, pendent sulfonated poly(arylene ether ketone) for proton exchange membranes with high proton conductivity, excellent dimensional stability, and extraordinary methanol resistance. The chemical structure of the self- crosslinkable polymer SQNPAEK- AC- x was analyzed by^{1}H NMR. Without using any catalysts or a separate cross- linker, crosslinked SC- SQNPAEK- x membranes can be obtained by thermal treatment. The crosslinked network greatly suppresses the swelling ratio as well as water uptake of the membrane, meanwhile keeping the proton conductivity of the membrane at a high level. The highest proton conductivity is achieved by SC- SQNPAEK-2.5 membrane with a conductivity of 0.220 S cm^{-1} at 80 ° C after crosslinking, which is much higher than commercial Nafion 117 membrane under the same conditions. The low water uptake depresses methanol crossover, which results in low methanol permeability. Mechanical property and oxidation stability also increased. Overall, the superior performance of these self- crosslinked membranes demonstrates the potential application of these materials as polyelectrolytes for proton exchange membrane fuel cells ( PEMFCs)."
6,PROP_NAME,conductivity,664,676,"We successfully synthesized a novel self- crosslinkable, pendent sulfonated poly(arylene ether ketone) for proton exchange membranes with high proton conductivity, excellent dimensional stability, and extraordinary methanol resistance. The chemical structure of the self- crosslinkable polymer SQNPAEK- AC- x was analyzed by^{1}H NMR. Without using any catalysts or a separate cross- linker, crosslinked SC- SQNPAEK- x membranes can be obtained by thermal treatment. The crosslinked network greatly suppresses the swelling ratio as well as water uptake of the membrane, meanwhile keeping the proton conductivity of the membrane at a high level. The highest proton conductivity is achieved by SC- SQNPAEK-2.5 membrane with a conductivity of 0.220 S cm^{-1} at 80 ° C after crosslinking, which is much higher than commercial Nafion 117 membrane under the same conditions. The low water uptake depresses methanol crossover, which results in low methanol permeability. Mechanical property and oxidation stability also increased. Overall, the superior performance of these self- crosslinked membranes demonstrates the potential application of these materials as polyelectrolytes for proton exchange membrane fuel cells ( PEMFCs)."
6,POLYMER,sc - sqnpaek - 2. 5,692,707,"We successfully synthesized a novel self- crosslinkable, pendent sulfonated poly(arylene ether ketone) for proton exchange membranes with high proton conductivity, excellent dimensional stability, and extraordinary methanol resistance. The chemical structure of the self- crosslinkable polymer SQNPAEK- AC- x was analyzed by^{1}H NMR. Without using any catalysts or a separate cross- linker, crosslinked SC- SQNPAEK- x membranes can be obtained by thermal treatment. The crosslinked network greatly suppresses the swelling ratio as well as water uptake of the membrane, meanwhile keeping the proton conductivity of the membrane at a high level. The highest proton conductivity is achieved by SC- SQNPAEK-2.5 membrane with a conductivity of 0.220 S cm^{-1} at 80 ° C after crosslinking, which is much higher than commercial Nafion 117 membrane under the same conditions. The low water uptake depresses methanol crossover, which results in low methanol permeability. Mechanical property and oxidation stability also increased. Overall, the superior performance of these self- crosslinked membranes demonstrates the potential application of these materials as polyelectrolytes for proton exchange membrane fuel cells ( PEMFCs)."
